measurement.ID,sites.sitename,plot.name,stand.age,dominant.life.form,dominant.veg,scientific.name,veg.notes,variable.name,date,date.loc,start.date,start.date.loc,end.date,end.date.loc,mean,original.units,mean.in.original.units,C.conversion.factor,n,sd,se,lower95CI,upper95CI,area.sampled,notes,method.ID,allometry_1,allometry_2,min.dbh,depth,covariate_1,coV_1.value,covariate_2,coV_2.value,conflicts,R.group,S.group,D.group,D.precedence,conflict.type,D.precedence.measurement.ID,conflicts.notes,citation.ID,loaded.from,data.location.within.source,source.notes,measurement.ID.v1,loaded.by,checked.ori.pub,ForC.investigator,required.citations,flag.suspicious
11,Aakre,Forest recovery following agricultural abandonment,60,woody,2TDB,NA,NAC,biomass_ag_woody_OM,2009.580822,6,NA,9,NA,9,184.4,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,All plants (no min.dbh).,NAC,NAC,NA,0,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Uri_2012_bpac,NA,NAC,NA,NA,"Markku Larjavaara, Jennifer C. McGarvey",1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
12,Aakre,Forest recovery following agricultural abandonment,60,woody,2TDB,NA,NAC,biomass_ag_foliage_OM,2009.580822,6,NA,9,NA,9,2.3,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,All plants (no min.dbh).,NAC,NAC,NA,0,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Uri_2012_bpac,NA,NAC,NA,NA,"Markku Larjavaara, Jennifer C. McGarvey",1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
13,Aakre,Forest recovery following agricultural abandonment,60,woody,2TDB,NA,NAC,soil_C,2009.580822,6,NA,9,NA,9,71.1,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,NA,NA,30,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Uri_2012_bpac,NA,NAC,NA,NA,"Markku Larjavaara, Jennifer C. McGarvey",1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
14,Aberfeldy/Griffins,plantation forest,17,woody,2TEN,Picea sitchensis,PISI,NEE_C,1997,8,NA,9,NA,9,-6.29,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,2,NA,NA,NA,NA,u.star,NAC,NA,NA,D,NA,NA,768,0,M,29,NA,CarboEurope-IP_2006_cd,Luyssaert_2007_cbob,NAC,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
15,Aberfeldy/Griffins,plantation forest,18,woody,2TEN,Picea sitchensis,PISI,NEE_C,1998,8,NA,9,NA,9,-5.44,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,2,NA,NA,NA,NA,u.star,NAC,NA,NA,D,NA,NA,769,0,M,30,NA,CarboEurope-IP_2006_cd,Luyssaert_2007_cbob,NAC,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
16,Aberfeldy/Griffins,plantation forest,20,woody,2TEN,Picea sitchensis,PISI,NEE_C,2000,8,NA,9,NA,9,-6.12,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,2,NA,NA,NA,NA,u.star,NAC,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,CarboEurope-IP_2006_cd,Luyssaert_2007_cbob,NAC,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
17,Aberfeldy/Griffins,plantation forest,21,woody,2TEN,Picea sitchensis,PISI,NEE_C,2001,8,NA,9,NA,9,-5.64,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,2,NA,NA,NA,NA,u.star,NAC,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,CarboEurope-IP_2006_cd,Luyssaert_2007_cbob,NAC,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
18,Aberfeldy/Griffins,plantation forest,25,woody,2TEN,Picea sitchensis,PISI,NEE_C,2005,8,NA,9,NA,9,-3,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,2,NA,NA,NA,NA,u.star,NAC,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,CarboEurope-IP_2006_cd,Luyssaert_2007_cbob,NAC,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
19,Aberfeldy/Griffins,plantation forest,17,woody,2TEN,Picea sitchensis,PISI,R_eco_C,1997,8,NA,9,NA,9,11.41,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,3,NA,NA,NA,NA,u.star,NAC,NA,NA,D,NA,NA,1044,0,M,31,NA,CarboEurope-IP_2006_cd,Luyssaert_2007_cbob,NAC,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
20,Aberfeldy/Griffins,plantation forest,18,woody,2TEN,Picea sitchensis,PISI,R_eco_C,1998,8,NA,9,NA,9,13.38,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,3,NA,NA,NA,NA,u.star,NAC,NA,NA,D,NA,NA,1045,0,M,32,NA,CarboEurope-IP_2006_cd,Luyssaert_2007_cbob,NAC,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
21,Aberfeldy/Griffins,plantation forest,20,woody,2TEN,Picea sitchensis,PISI,R_eco_C,2000,8,NA,9,NA,9,14.65,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,3,NA,NA,NA,NA,u.star,NAC,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,CarboEurope-IP_2006_cd,Luyssaert_2007_cbob,NAC,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
22,Aberfeldy/Griffins,plantation forest,21,woody,2TEN,Picea sitchensis,PISI,R_eco_C,2001,8,NA,9,NA,9,12.71,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,3,NA,NA,NA,NA,u.star,NAC,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,CarboEurope-IP_2006_cd,Luyssaert_2007_cbob,NAC,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
23,Aberfeldy/Griffins,plantation forest,25,woody,2TEN,Picea sitchensis,PISI,R_eco_C,2005,8,NA,9,NA,9,6.53,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,3,NA,NA,NA,NA,u.star,NAC,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,CarboEurope-IP_2006_cd,Luyssaert_2007_cbob,NAC,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
24,Aberfeldy/Griffins,plantation forest,17,woody,2TEN,Picea sitchensis,PISI,GPP_C,1997,8,NA,9,NA,9,17.7,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,1,NA,NA,NA,NA,u.star,NAC,NA,NA,D,NA,NA,541,0,M,33,NA,CarboEurope-IP_2006_cd,Luyssaert_2007_cbob,NAC,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
25,Aberfeldy/Griffins,plantation forest,18,woody,2TEN,Picea sitchensis,PISI,GPP_C,1998,8,NA,9,NA,9,18.82,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,1,NA,NA,NA,NA,u.star,NAC,NA,NA,D,NA,NA,542,0,M,34,NA,CarboEurope-IP_2006_cd,Luyssaert_2007_cbob,NAC,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
26,Aberfeldy/Griffins,plantation forest,20,woody,2TEN,Picea sitchensis,PISI,GPP_C,2000,8,NA,9,NA,9,20.77,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,1,NA,NA,NA,NA,u.star,NAC,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,CarboEurope-IP_2006_cd,Luyssaert_2007_cbob,NAC,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
27,Aberfeldy/Griffins,plantation forest,21,woody,2TEN,Picea sitchensis,PISI,GPP_C,2001,8,NA,9,NA,9,18.35,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,1,NA,NA,NA,NA,u.star,NAC,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,CarboEurope-IP_2006_cd,Luyssaert_2007_cbob,NAC,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
28,Aberfeldy/Griffins,plantation forest,25,woody,2TEN,Picea sitchensis,PISI,GPP_C,2005,8,NA,9,NA,9,9.53,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,1,NA,NA,NA,NA,u.star,NAC,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,CarboEurope-IP_2006_cd,Luyssaert_2007_cbob,NAC,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
29,Aberfeldy/Griffins,plantation forest,17,woody,2TEN,Picea sitchensis,PISI,NEE_C,1997,8,NA,9,NA,9,-6.7,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,2,NA,NA,NA,NA,u.star,NAC,NA,NA,D,NA,NA,768,1,M,29,NA,Valentini_2000_ratm,Luyssaert_2007_cbob,NAC,NA,NA,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
30,Aberfeldy/Griffins,plantation forest,18,woody,2TEN,Picea sitchensis,PISI,NEE_C,1998,8,NA,9,NA,9,-5.7,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,2,NA,NA,NA,NA,u.star,NAC,NA,NA,D,NA,NA,769,1,M,30,NA,Valentini_2000_ratm,Luyssaert_2007_cbob,NAC,NA,NA,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
31,Aberfeldy/Griffins,plantation forest,17,woody,2TEN,Picea sitchensis,PISI,R_eco_C,1997,8,NA,9,NA,9,13.2,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,3,NA,NA,NA,NA,u.star,NAC,NA,NA,D,NA,NA,1044,1,M,31,NA,Valentini_2000_ratm,Luyssaert_2007_cbob,NAC,NA,NA,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
32,Aberfeldy/Griffins,plantation forest,18,woody,2TEN,Picea sitchensis,PISI,R_eco_C,1998,8,NA,9,NA,9,13.5,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,3,NA,NA,NA,NA,u.star,NAC,NA,NA,D,NA,NA,1045,1,M,32,NA,Valentini_2000_ratm,Luyssaert_2007_cbob,NAC,NA,NA,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
33,Aberfeldy/Griffins,plantation forest,17,woody,2TEN,Picea sitchensis,PISI,GPP_C,1997,8,NA,9,NA,9,19.9,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,1,NA,NA,NA,NA,u.star,NAC,NA,NA,D,NA,NA,541,1,M,33,NA,Valentini_2000_ratm,Luyssaert_2007_cbob,NAC,NA,NA,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
34,Aberfeldy/Griffins,plantation forest,18,woody,2TEN,Picea sitchensis,PISI,GPP_C,1998,8,NA,9,NA,9,19.2,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,1,NA,NA,NA,NA,u.star,NAC,NA,NA,D,NA,NA,542,1,M,34,NA,Valentini_2000_ratm,Luyssaert_2007_cbob,NAC,NA,NA,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
35,Acahual 1,Forest recovery following clear-cut and burn,0.8,woody,2TEB,NA,NAC,biomass_ag_OM,1980,8,NA,9,NA,9,4.69,NAC,NAC,NA,30,NAC,0.7,NAC,NAC,NAC,NA,NAC,NAC,NA,2.5,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Williams-Linera_1983_banc,Anderson_2006_toba,NAC,NA,533,Jennifer C. McGarvey,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
36,Acahual 1,Forest recovery following clear-cut and burn,0.8,woody,2TEB,NA,NAC,biomass_root_OM,1980,8,NA,9,NA,9,0.61,NAC,NAC,NA,30,NAC,0.12,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,100,NAC,NAC,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Williams-Linera_1983_banc,Anderson_2006_toba,NAC,NA,535,Jennifer C. McGarvey,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
37,Acahual 1,Forest recovery following clear-cut and burn,0.8,woody,2TEB,NA,NAC,biomass_OM,1980,8,NA,9,NA,9,5.3,NAC,NAC,NA,30,NAC,0.82,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,100,min.diameter_root,0,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Williams-Linera_1983_banc,Anderson_2006_toba,NAC,NA,537,Jennifer C. McGarvey,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
38,Acahual 1,Forest recovery following clear-cut and burn,0.8,woody,2TEB,NA,NAC,biomass_ag_foliage_OM,1980,8,NA,9,NA,9,0.71,NAC,NAC,NA,30,NAC,0.14,NAC,NAC,NAC,NA,NAC,NAC,NA,2.5,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Williams-Linera_1983_banc,Anderson_2006_toba,NAC,NA,539,Jennifer C. McGarvey,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
39,Acahual 1,Forest recovery following clear-cut and burn,0.8,woody,2TEB,NA,NAC,leaf_pN,1980,8,NA,9,NA,9,3.9258,NAC,NAC,NA,30,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Williams-Linera_1983_banc,Anderson_2006_toba,NAC,NA,541,Jennifer C. McGarvey,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
40,Acahual 2,Forest recovery following clear-cut and burn,7,woody,2TEB,NA,NAC,biomass_ag_OM,1980,8,NA,9,NA,9,43.5,NAC,NAC,NA,20,NAC,6.6,NAC,NAC,NAC,NA,NAC,NAC,NA,2.5,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Williams-Linera_1983_banc,Anderson_2006_toba,NAC,NA,534,Jennifer C. McGarvey,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
41,Acahual 2,Forest recovery following clear-cut and burn,7,woody,2TEB,NA,NAC,biomass_root_OM,1980,8,NA,9,NA,9,9.18,NAC,NAC,NA,20,NAC,1.38,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,100,NAC,NAC,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Williams-Linera_1983_banc,Anderson_2006_toba,NAC,NA,536,Jennifer C. McGarvey,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
42,Acahual 2,Forest recovery following clear-cut and burn,7,woody,2TEB,NA,NAC,biomass_OM,1980,8,NA,9,NA,9,52.68,NAC,NAC,NA,20,NAC,7.98,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,100,min.diameter_root,10,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Williams-Linera_1983_banc,Anderson_2006_toba,NAC,NA,538,Jennifer C. McGarvey,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
43,Acahual 2,Forest recovery following clear-cut and burn,7,woody,2TEB,NA,NAC,biomass_ag_foliage_OM,1980,8,NA,9,NA,9,21.4,NAC,NAC,NA,20,NAC,0.57,NAC,NAC,NAC,NA,NAC,NAC,NA,2.5,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Williams-Linera_1983_banc,Anderson_2006_toba,NAC,NA,540,Jennifer C. McGarvey,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
44,Acahual 2,Forest recovery following clear-cut and burn,7,woody,2TEB,NA,NAC,leaf_pN,1980,8,NA,9,NA,9,3.3646,NAC,NAC,NA,20,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Williams-Linera_1983_banc,Anderson_2006_toba,NAC,NA,542,Jennifer C. McGarvey,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
45,Agrovila Grande Esperanca.BR-230,secondary forest established in abandoned pasture,2,woody,2TEB,NA,NAC,biomass_ag_OM,NRA,9,NRA,9,NRA,9,34,NAC,NAC,NA,NRA,NRA,NRA,NRA,NRA,NAC,NA,NAC,NAC,NA,NAC,NA,NA,NA,NA,NA,R,98,NA,NA,NA,NA,NA,NA,Guimaraes_1993_ldce,Anderson_2006_toba,NAC,NA,90,Jennifer C. McGarvey,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
46,Agrovila Grande Esperanca.BR-230,secondary forest established in abandoned pasture,2,woody,2TEB,NA,NAC,biomass_ag_OM,NRA,9,NRA,9,NRA,9,14,NAC,NAC,NA,NRA,NRA,NRA,NRA,NRA,NAC,NA,NAC,NAC,NA,NAC,NA,NA,NA,NA,NA,R,98,NA,NA,NA,NA,NA,NA,Guimaraes_1993_ldce,Anderson_2006_toba,NAC,NA,91,Jennifer C. McGarvey,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
47,Agrovila Grande Esperanca.BR-230,secondary forest established in abandoned pasture,2,woody,2TEB,NA,NAC,biomass_ag_OM,NRA,9,NRA,9,NRA,9,12,NAC,NAC,NA,NRA,NRA,NRA,NRA,NRA,NAC,NA,NAC,NAC,NA,NAC,NA,NA,NA,NA,NA,R,98,NA,NA,NA,NA,NA,NA,Guimaraes_1993_ldce,Anderson_2006_toba,NAC,NA,92,Jennifer C. McGarvey,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
48,Agrovila Grande Esperanca.BR-230,secondary forest established in abandoned pasture,3,woody,2TEB,NA,NAC,biomass_ag_OM,NRA,9,NRA,9,NRA,9,30,NAC,NAC,NA,NRA,NRA,NRA,NRA,NRA,NAC,NA,NAC,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Guimaraes_1993_ldce,Anderson_2006_toba,NAC,NA,93,Jennifer C. McGarvey,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
